"COUNTRY","Country","YEAR","Year","ISC11","ISCED 2011","AGE","Age","SEX","Gender","INDICATOR","Indicator","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LUX","Luxembourg","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LUX","Luxembourg","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LUX","Luxembourg","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LVA","Latvia","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,19653.2568051348,,
"LVA","Latvia","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,26120.7517952846,,
"LVA","Latvia","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,25411.020187684,,
"LVA","Latvia","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,26705.3603491008,,
"LVA","Latvia","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,11133.255528,,
"LVA","Latvia","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,14796.98796,,
"LVA","Latvia","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,14394.93636,,
"LVA","Latvia","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,15128.159352,,
"MEX","Mexico","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"MEX","Mexico","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"NLD","Netherlands","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,51014.8639978229,,
"NLD","Netherlands","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,51014.8639978229,,
"NLD","Netherlands","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,56938.9117750225,,
"NLD","Netherlands","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,56938.9117750225,,
"NLD","Netherlands","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,43623.5754274983,,
"NLD","Netherlands","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,43623.5754274983,,
"NLD","Netherlands","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,48689.3175424984,,
"NLD","Netherlands","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,48689.3175424984,,
"NOR","Norway","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,42461.2844964392,,
"NOR","Norway","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,47288.8361946828,,
"NOR","Norway","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,47288.8361946828,,
"NOR","Norway","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,50593.1778790062,,
"NOR","Norway","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,455692,,
"NOR","Norway","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,507501,,
